ACCIDENT_ID,LOCATE_ID_DISTRICT,ACCIDENT_MONTH,ACCIDENT_YEAR,ACCIDENT_COST,HUMAN_ADMIT,HUMAN_DEAD,ROADTYPE_ID,ROADSKIN_ID,ACDPOINT_ID,ATMOSPHERE_ID,LIGHT_ID,GIS_E,GIS_N,GIS_LAT,GIS_LNG,PERSON_GENDER,PERSON_AGE,PERSON_STATE,LOCATE_PROVINCE,LOCATE_DOMICILE,ACCIDENT_VEHICLE
1076,100950,2,14,4000000,0,1,City road (municipality),Dry,Straight way,Rain,Electric light at night,641819,1859893,16.81795373,100.3309652,Male,34,Injured,1071,1071,motorcycle
1959,100959,6,13,0,1,0,Highways Road,Waves / potholes,Straight way,Rain,Electric light at night,643089,1909259,17.26399725,100.3460714,Male,27,Injured,1071,1071,motorcycle
2866,100956,2,14,4000000,0,1,City road (municipality),Dry,Straight way,Rain,Electric light at night,657237,1867244,16.88339473,100.4761445,Male,43,Injured,1071,1071,motorcycle
2986,100433,4,17,1000,1,0,City road (municipality),Waves / potholes,Straight way,Rain,Electric light at night,676826,1809850,16.36337102,100.65554,Male,15,Injured,1071,1071,motorcycle
3897,100949,4,5,0,0,0,City road (municipality),Wet,Straight way,Rain,Electric light at night,633041,1861285,16.83105078,100.2486811,Male,35,Injured,1071,1071,motorcycle
4024,100949,4,5,0,0,0,Roads in Village,Wet,Straight way,Rain,Electric light at night,618308,1853172,16.75851916,100.1099956,Male,64,Injured,1071,1071,pick up
4421,100949,4,14,0,1,0,City road (municipality),Dry,Straight way,Rain,Electric light at night,634458,1860251,16.82162476,100.2619164,Male,50,Died later,1071,1071,motorcycle
4973,100952,3,17,3500,1,0,Highways Road,Dry,Straight way,Rain,Electric light at night,633986,1860264,16.82176939,100.2574882,Male,29,Died later,1071,1071,motorcycle
5944,100953,4,6,45000,0,0,Roads in Village,Dry,Straight way,Rain,Electric light at night,634377,1859985,16.81922544,100.2611405,Male,39,Died later,1071,1071,Sedan/Taxi
6445,100955,12,6,0,0,0,Highways Road,Dry,Straight way,Rain,Electric light at night,639643,1833110,16.57603516,100.3088977,Female,22,Injured,1071,1071,Sedan/Taxi
6446,100952,12,6,0,0,0,City road (municipality),Dry,Straight way,Rain,Electric light at night,633653,1865882,16.87256118,100.2546981,Male,25,Died later,1071,1071,pick up
7317,100949,4,5,0,0,0,Roads in Village,Dry,Straight way,Rain,Electric light at night,627096,1890084,17.09165644,100.1945362,Male,15,Injured,1071,1071,pick up
7415,100958,12,6,60000,0,0,City road (municipality),Dry,Straight way,Rain,Electric light at night,680553,1828655,16.53301722,100.6918953,Female,18,Injured,1071,1071,pick up
8170,100953,12,6,3000,0,0,City road (municipality),Dry,Straight way,Rain,Electric light at night,633952,1860566,16.82450067,100.2571871,Male,17,Died later,1071,1071,motorcycle
14762,100950,12,6,0,0,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,635898,1852558,16.75201597,100.2749647,Male,43,Injured,1071,1071,Van
17483,100956,1,7,1000,0,0,Highways Road,Dry,Straight way,Bright,Electric light at night,650697,1851486,16.74142367,100.413705,Male,60,Died later,1071,1071,motorcycle
17510,100949,1,6,0,0,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,672478,1843563,16.66832969,100.6173765,Male,24,Injured,1071,1071,pick up
19638,100950,12,6,0,0,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,702740,1893796,17.11975745,100.9055993,Female,19,Injured,1071,1071,motorcycle
20329,100949,2,14,600000,1,0,City road (municipality),Dry,Straight way,Bright,Electric light at night,631243,1856996,16.79239032,100.2315583,Male,19,Injured,1071,1071,motorcycle
20337,100949,4,5,0,0,0,City road (municipality),Dry,Straight way,Bright,Electric light at night,633522,1859005,16.81041772,100.2530594,Female,28,Injured,1071,1071,pick up
20363,100953,4,6,4150000,0,0,Highways Road,Dry,Straight way,Bright,Electric light at night,633522,1859005,16.81041772,100.2530594,Female,23,Injured,1071,1071,pick up
20364,100953,4,6,4150000,0,0,Highways Road,Dry,Straight way,Bright,Electric light at night,699955,1893654,17.11871928,100.8794199,Female,17,Injured,1071,1071,motorcycle
20366,100956,4,6,120000,0,0,Highways Road,Dry,Straight way,Bright,Electric light at night,631243,1856996,16.79239032,100.2315583,Female,29,Injured,1071,1071,motorcycle
22269,100953,1,7,4000000,0,0,Rural Roads,Dry,Straight way,Bright,Electric light at night,618739,1852391,16.75143865,100.1139977,Male,19,Injured,1071,1071,Sedan/Taxi
22270,100946,1,7,0,0,0,City road (municipality),Dry,Straight way,Bright,Electric light at night,618739,1852391,16.75143865,100.1139977,Male,69,Injured,1071,1071,motorcycle
23402,100955,11,14,30000,1,0,City road (municipality),Wet,Straight way,Bright,Electric light at night,675160,1833114,16.57371318,100.6417159,Male,40,Injured,1071,1071,motorcycle
23592,100946,12,14,4000000,0,1,Roads in Village,Dry,Straight way,Bright,Electric light at night,675160,1833114,16.57371318,100.6417159,Male,19,Injured,1071,1071,Sedan/Taxi
26223,100951,1,7,0,0,0,Highways Road,Dry,Straight way,Bright,Electric light at night,638412,1829362,16.54223441,100.2971348,Female,34,Injured,1071,1071,pick up
26270,100947,4,6,62000,0,0,Rural Roads,Dry,Straight way,Bright,Electric light at night,635253,1859156,16.81168278,100.2693105,Male,23,Injured,1071,1071,motorcycle
27315,100949,1,15,0,1,0,Highways Road,Dry,Straight way,Bright,Electric light at night,618896,1851502,16.74339586,100.1154237,Male,32,Injured,1071,1071,Truck
29154,100952,6,13,61000,1,0,Roads in Village,Wet,Straight way,Bright,Electric light at night,644677,1866881,16.88092981,100.3582326,Male,69,Injured,1071,1071,Sedan/Taxi
29267,100949,1,7,1200,0,0,Rural Roads,Dry,Straight way,Bright,Electric light at night,634530,1858836,16.80883254,100.2625074,Female,51,Injured,1071,1071,Sedan/Taxi
30115,100949,6,13,59000,1,0,Highways Road,Dry,Straight way,Bright,Electric light at night,634532,1858846,16.8089228,100.2625268,Male,19,Injured,1071,1071,motorcycle
34990,100951,8,13,0,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,631319,1862489,16.84202963,100.2325921,Female,23,Injured,1071,1071,motorcycle
37188,100954,8,13,59000,1,0,Roads in Village,Wet,Straight way,Bright,Electric light at night,657947,1865232,16.86516493,100.4826665,Male,64,Injured,1071,1071,Sedan/Taxi
37466,100949,8,13,59000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,640269,1859753,16.81678216,100.3164126,Male,18,Died later,1071,1071,Sedan/Taxi
37591,100952,8,13,59000,1,0,Roads in Village,Wet,Straight way,Bright,Electric light at night,634916,1861527,16.83313015,100.2662907,Male,50,Died later,1071,1071,Sedan/Taxi
40240,100949,6,13,59000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,618192,1850188,16.73155541,100.1087513,Male,20,Died later,1071,1071,Sedan/Taxi
43066,100949,11,12,50000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,632440,1866846,16.88134272,100.2433697,Male,30,Died later,1071,1071,Sedan/Taxi
46743,100949,6,13,50000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,633925,1860566,16.82450222,100.2569338,Male,18,Died later,1071,1071,Sedan/Taxi
47226,100952,6,13,59000,1,0,Roads in Village,Wet,Straight way,Bright,Electric light at night,637084,1867911,16.89069835,100.2870258,Male,31,Injured,1071,1071,pick up
1584,100960,6,13,0,1,0,Highways Road,Waves / potholes,Straight way,Bright,Electric light at night,619868,1896426,17.14936237,100.1269574,Male,16,Injured,1071,1071,Sedan/Taxi
1720,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Bright,Electric light at night,628380,1856359,16.78679224,100.2046605,Female,21,Injured,1071,1071,motorcycle
1726,100949,4,6,59000,0,0,City road (municipality),Dry,Straight way,Bright,Electric light at night,628380,1856359,16.78679224,100.2046605,Male,26,Injured,1071,1071,motorcycle
3464,100963,6,13,0,1,0,Not specified,Not specified,Straight way,Bright,Electric light at night,624422,1888249,17.07521902,100.1693046,Male,22,Injured,1071,1071,Sedan/Taxi
6679,100962,6,13,0,1,0,City road (municipality),Dry,Straight way,Not specified,Electric light at night,625103,1882778,17.02573737,100.1753943,Female,52,Injured,1071,1071,pick up
6711,100963,6,13,0,1,0,Not specified,Not specified,Straight way,Not specified,Electric light at night,618878,1852584,16.75317594,100.1153118,Male,19,Injured,1071,1071,Sedan/Taxi
6935,100948,12,6,0,0,0,Highways Road,Dry,Straight way,Not specified,Electric light at night,640639,1880991,17.0086922,100.3212214,Male,23,Died later,1071,1071,motorcycle
16657,100949,2,14,5000,1,0,City road (municipality),Dry,Straight way,Not specified,Electric light at night,641965,1842933,16.6646719,100.3312698,Female,50,Injured,1071,1071,motorcycle
20432,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Not specified,Electric light at night,641371,1878393,16.98516904,100.3279314,Female,68,Died later,1071,1071,motorcycle
20433,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Not specified,Electric light at night,641371,1878393,16.98516904,100.3279314,Male,69,Injured,1071,1071,motorcycle
38556,100952,8,13,59000,1,0,Roads in Village,Wet,Straight way,Rain,Electric light at night,631080,1859104,16.81145078,100.2301517,Male,22,Injured,1071,1071,Sedan/Taxi
38693,100954,8,13,59000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,631248,1856998,16.79240811,100.2316053,Male,17,Injured,1071,1071,pick up
41191,100949,9,13,59000,1,0,Roads in Village,Dry,Straight way,Bright,Electric light at night,626688,1886540,17.05965003,100.1904989,Male,45,Died later,1071,1071,Sedan/Taxi
30354,100949,6,13,59000,1,0,Roads in Village,Dry,Curve,Rain,Night without electric light,696419,1892313,17.10690955,100.8460774,Male,26,Injured,1071,1071,Sedan/Taxi
19552,100959,8,14,50000,1,0,Roads in Village,Wet,Straight way,Rain,Night without electric light,672953,1911578,17.28287273,100.6271175,Female,33,Injured,1071,1071,Sedan/Taxi
33537,100960,9,14,10000,1,0,Rural Roads,Dry,Straight way,Rain,Night without electric light,618715,1852283,16.75046375,100.1137669,Female,55,Injured,1071,1071,motorcycle
39707,100959,5,15,30000,1,0,Rural Roads,Wet,Straight way,Rain,Night without electric light,618715,1852283,16.75046375,100.1137669,Male,27,Injured,1071,1071,motorcycle
1422,100959,8,14,10000,1,0,Roads in Village,Waves / potholes,crossroad,Smoke / dust,Night without electric light,681727,1824450,16.49493155,100.7025601,Male,60,Injured,1071,1071,Sedan/Taxi
41074,100954,3,14,60000,1,0,Roads in Village,Dry,Curve,Smoke / dust,Night without electric light,634318,1833127,16.57649652,100.2589954,Male,24,Injured,1071,1071,pick up
4883,100954,8,15,70000,1,0,Rural Roads,Dry,Straight way,Smoke / dust,Night without electric light,614374,1851295,16.74174985,100.0729955,Male,40,Injured,1071,1071,Sedan/Taxi
5566,100950,1,6,15000,0,0,Highways Road,Dry,crossroad,Rain,Night without electric light,674463,1832030,16.5639693,100.6351024,Male,22,Died later,1071,1071,motorcycle
5942,100949,1,6,0,0,0,Rural Roads,Dry,crossroad,Rain,Night without electric light,674463,1832030,16.5639693,100.6351024,Male,22,Died later,1071,1071,motorcycle
8442,100955,1,6,5000,0,0,Roads in Village,Wet,crossroad,Rain,Night without electric light,633843,1859312,16.81317387,100.2560897,Male,46,Injured,1071,1071,Sedan/Taxi
10969,100955,1,6,0,0,0,Highways Road,Dry,crossroad,Rain,Night without electric light,695912,1884500,17.03636409,100.8406216,Male,49,Injured,1071,1071,pick up
17277,100882,4,7,20000,0,0,Highways Road,Dry,crossroad,Rain,Night without electric light,704181,1953397,17.6580701,100.9247621,Male,34,Injured,1071,1071,Truck
17418,100949,4,5,0,0,0,City road (municipality),Wet,crossroad,Rain,Night without electric light,699451,1904177,17.2138336,100.8756401,Male,41,Injured,1071,1071,motorcycle
20750,100943,4,5,0,0,0,Rural Roads,Dry,crossroad,Rain,Night without electric light,669783,1915628,17.31970702,100.597619,Male,18,Injured,1071,1071,motorcycle
20751,100943,4,5,0,0,0,Rural Roads,Dry,crossroad,Rain,Night without electric light,669783,1915628,17.31970702,100.597619,Male,18,Injured,1071,1071,motorcycle
25457,100958,4,6,65000,0,0,Highways Road,Dry,crossroad,Rain,Night without electric light,671135,1827991,16.52771374,100.6036189,Male,22,Injured,1071,1071,pick up
30260,100952,6,13,59000,1,0,Roads in Village,Dry,Curve,Rain,Night without electric light,639922,1882757,17.0246954,100.3145983,Male,23,Injured,1071,1071,Van
35421,100887,8,13,5000000,0,1,Rural Roads,Dry,Curve,Rain,Night without electric light,652656,1860850,16.82591852,100.4327127,Male,27,Died later,1071,1071,motorcycle
35688,100949,9,13,59000,1,0,City road (municipality),Dry,Curve,Rain,Night without electric light,652656,1860850,16.82591852,100.4327127,Male,25,Died later,1071,1071,pick up
41010,100949,10,15,1000,1,0,City road (municipality),Wet,Curve,Rain,Night without electric light,687907,1865606,16.86631855,100.7638467,Male,12,Injured,1071,1071,motorcycle
41054,100951,3,14,84200,1,0,Roads in Village,Dry,Curve,Rain,Night without electric light,687907,1865606,16.86631855,100.7638467,Female,67,Injured,1071,1071,motorcycle
41326,100951,3,14,50000,1,0,Rural Roads,Dry,Curve,Rain,Night without electric light,707847,1905977,17.22934434,100.9547344,Male,21,Injured,1071,1071,motorcycle
3696,100892,4,17,5000,1,0,City road (municipality),Dry,There are obstacles.,Rain,Night without electric light,633201,1864834,16.86311581,100.2503933,Female,43,Injured,1071,1071,pick up
26221,100955,1,7,0,0,0,Roads in Village,Dry,There are obstacles.,Rain,Night without electric light,694090,1883572,17.02813395,100.8234287,Male,34,Injured,1071,1071,pick up
3084,100959,6,13,0,1,0,Highways Road,Waves / potholes,Straight way,Rain,Night without electric light,602361,1849807,16.72885559,99.9602408,Male,44,Injured,1071,1071,motorcycle
6098,100954,3,17,60000,1,0,Highways Road,Dry,Straight way,Rain,Night without electric light,646212,1919802,17.3590717,100.3761529,Male,29,Injured,1071,1071,Truck
6933,100949,4,6,65000,0,0,City road (municipality),Wet,Straight way,Rain,Night without electric light,638379,1890770,17.09720328,100.3006056,Male,64,Injured,1071,1071,motorcycle
7576,100949,4,5,0,0,0,Highways Road,Dry,Straight way,Rain,Night without electric light,644709,1868800,16.89827,100.3586571,Male,39,Injured,1071,1071,Truck
12805,100210,4,14,50000,1,0,Highways Road,Wet,Straight way,Bright,Night without electric light,633865,1858644,16.80713554,100.2562563,Male,26,Injured,1071,1071,Sedan/Taxi
17511,100954,1,6,0,0,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,652538,1860783,16.82532077,100.4316009,Male,42,Injured,1071,1071,pick up
17760,100952,4,7,0,0,0,Highways Road,Dry,Straight way,Bright,Night without electric light,652832,1853136,16.75619646,100.4338407,Male,35,Injured,1071,1071,motorcycle
21299,100955,4,6,0,0,0,City road (municipality),Dry,Straight way,Bright,Night without electric light,626931,1884139,17.03793751,100.1926444,Male,38,Injured,1071,1071,motorcycle
22202,100950,11,14,70000,1,0,City road (municipality),Dry,Straight way,Bright,Night without electric light,643000,1912163,17.29024571,100.3454248,Male,40,Injured,1071,1071,motorcycle
22211,100949,12,14,60000,1,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,643000,1912163,17.29024571,100.3454248,Male,66,Died at the scene,1071,1071,motorcycle
25525,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Bright,Night without electric light,634150,1863557,16.85152045,100.2592238,Male,65,Injured,1071,1071,motorcycle
27017,100954,2,14,59800,1,0,Roads in Village,Wet,Straight way,Bright,Night without electric light,628536,1881664,17.01548064,100.207579,Male,18,Injured,1071,1071,Sedan/Taxi
27120,100950,2,14,70000,1,0,Highways Road,Dry,Straight way,Bright,Night without electric light,628536,1881664,17.01548064,100.207579,Male,24,Injured,1071,1071,Bus
30518,100953,10,15,5000,1,0,Rural Roads,Dry,Straight way,Bright,Night without electric light,679956,1867541,16.88443096,100.6893918,Male,39,Injured,1071,1071,motorcycle
37528,100948,8,13,0,1,0,Roads in Village,Wet,Straight way,Bright,Night without electric light,655775,1830762,16.55381114,100.4599121,Male,48,Died later,1071,1071,motorcycle
40896,100946,1,16,5000,1,0,Roads in Village,Wet,Straight way,Bright,Night without electric light,615739,1864394,16.86007284,100.0864731,Male,47,Injured,1071,1071,Sedan/Taxi
41535,100947,4,14,87000,1,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,649325,1835598,16.59792958,100.3997924,Male,35,Died later,1071,1071,Sedan/Taxi
43381,100952,5,13,50000,1,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,651313,1846542,16.69670505,100.419152,Female,55,Injured,1071,1071,motorcycle
43568,100949,11,12,50000,1,0,Roads in Village,Wet,Straight way,Bright,Night without electric light,625105,1897590,17.15960149,100.1762528,Male,70,Injured,1071,1071,Sedan/Taxi
11005,100949,3,17,2500,1,0,Highways Road,Dry,crossroad,Bright,Night without electric light,627660,1899778,17.17923402,100.2003986,Male,18,Injured,1071,0,motorcycle
17463,100954,1,7,30000,0,0,Rural Roads,Dry,crossroad,Bright,Night without electric light,620098,1890700,17.09760058,100.1288072,Male,21,Died later,1071,1071,motorcycle
38427,100959,7,13,0,1,0,Highways Road,Not specified,Curve,Bright,Night without electric light,618667,1852637,16.75366565,100.1133352,Female,58,Died later,1071,1071,motorcycle
101,100947,4,14,50000,1,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,640703,1880955,17.00836296,100.3218203,Male,38,Died later,1071,1071,Sedan/Taxi
376,100534,4,14,3000000,3,2,Highways Road,Not specified,Straight way,Bright,Night without electric light,622921,1854335,16.7687928,100.153333,Male,49,Injured,1071,1071,Sedan/Taxi
377,100534,4,14,3000000,3,2,Highways Road,Not specified,Straight way,Bright,Night without electric light,616376,1851770,16.74594448,100.0917992,Male,23,Injured,1071,1071,Sedan/Taxi
1780,100958,4,6,59000,0,0,City road (municipality),Dry,Straight way,Bright,Night without electric light,695059,1891220,17.0971506,100.8332034,Female,1,Injured,1071,1071,motorcycle
1796,100949,4,6,60000,0,0,Roads in Village,Dry,Straight way,Bright,Night without electric light,695059,1891220,17.0971506,100.8332034,Male,1,Injured,1071,1071,pick up
1802,100959,4,17,5000,1,0,Roads in Village,Not specified,Straight way,Bright,Night without electric light,618978,1852703,16.7542464,100.1162561,Female,19,Died later,1071,1071,motorcycle
2371,100959,9,16,30000,1,0,Roads in Village,Waves / potholes,Straight way,Bright,Night without electric light,620594,1851812,16.74611095,100.1313678,Male,22,Injured,1071,1071,Sedan/Taxi
3985,100948,8,14,78000,1,0,Roads in Village,Wet,Straight way,Bright,Night without electric light,619880,1853750,16.76366323,100.1247731,Male,40,Injured,1071,1071,Sedan/Taxi
4352,100949,4,5,0,0,0,City road (municipality),Dry,Straight way,Bright,Night without electric light,673992,1833619,16.57836248,100.6308103,Male,38,Injured,1071,1071,motorcycle
4474,100954,4,6,118000,0,0,City road (municipality),Dry,Straight way,Not specified,Night without electric light,638589,1833411,16.57881733,100.2990384,Male,24,Injured,1071,1071,motorcycle
5928,100965,8,14,10000,1,0,Roads in Village,Not specified,Straight way,Not specified,Night without electric light,618978,1852703,16.7542464,100.1162561,Male,21,Injured,1071,1071,Sedan/Taxi
7414,100958,12,6,60000,0,0,City road (municipality),Dry,Straight way,Not specified,Night without electric light,637133,1834007,16.58428845,100.2854292,Female,2,Died later,1071,1071,motorcycle
26969,100450,4,14,10000,1,1,Rural Roads,Not specified,Straight way,Not specified,Night without electric light,618951,1852657,16.75383202,100.1160004,Female,3,Injured,1071,1071,motorcycle
36650,100949,8,13,59000,1,0,Roads in Village,Dry,Straight way,Not specified,Night without electric light,633683,1901176,17.1915232,100.2571089,Male,26,Died later,1071,1071,Sedan/Taxi
37311,100587,4,5,0,0,0,Highways Road,Dry,Straight way,Not specified,Night without electric light,638095,1898492,17.16700487,100.2984213,Male,37,Injured,1071,1071,Truck
