ACCIDENT_ID,LOCATE_ID_DISTRICT,ACCIDENT_MONTH,ACCIDENT_YEAR,ACCIDENT_COST,HUMAN_ADMIT,HUMAN_DEAD,ROADTYPE_ID,ROADSKIN_ID,ACDPOINT_ID,ATMOSPHERE_ID,LIGHT_ID,GIS_E,GIS_N,GIS_LAT,GIS_LNG,PERSON_GENDER,PERSON_AGE,PERSON_STATE,LOCATE_PROVINCE,LOCATE_DOMICILE,ACCIDENT_VEHICLE
11818,100949,12,6,0,0,0,City road (municipality),Dry,crossroad,Rain,Day,681768,1824441,16.4948471,100.7029434,Female,15,Injured,1071,1071,pick up
14166,100952,12,6,0,0,0,Roads in Village,Dry,crossroad,Rain,Day,681768,1824441,16.4948471,100.7029434,Male,18,Injured,1071,1071,Van
43651,100949,5,13,50000,1,0,Roads in Village,Wet,Curve,Rain,Day,617254,1851766,16.74586459,100.100035,Male,42,Died later,1071,1071,Sedan/Taxi
674,100958,4,14,10000,1,0,City road (municipality),Dry,crossroad,Foggy,Day,652947,1861123,16.82836652,100.4354618,Male,70,Injured,1071,1071,motorcycle
1776,100949,4,5,0,0,0,City road (municipality),Dry,crossroad,Foggy,Day,622385,1858550,16.80691566,100.1485336,Female,16,Injured,1071,1071,pick up
1876,100947,4,17,5000,1,0,Rural Roads,Dry,crossroad,Foggy,Day,669895,1885078,17.04365328,100.5963068,Female,20,Injured,1071,1071,Sedan/Taxi
1916,100959,4,14,0,1,0,Highways Road,Waves / potholes,crossroad,Foggy,Day,646572,1879572,16.99549945,100.3768533,Female,16,Injured,1071,1071,motorcycle
3240,100965,6,13,0,1,0,Not specified,Waves / potholes,crossroad,Foggy,Day,700222,1893884,17.12077391,100.8819494,Male,41,Died later,1071,1071,motorcycle
4016,100946,4,6,59000,0,0,Roads in Village,Dry,crossroad,Foggy,Day,653038,1859960,16.8178507,100.4362364,Male,60,Died later,1071,1071,Sedan/Taxi
4061,100953,4,14,60000,1,0,Roads in Village,Dry,crossroad,Foggy,Day,653619,1858073,16.80076002,100.4415589,Male,49,Died later,1071,1071,Sedan/Taxi
4087,100958,4,5,0,0,0,City road (municipality),Dry,crossroad,Foggy,Day,619243,1852732,16.75449503,100.1187435,Male,56,Died later,1071,1071,pick up
4370,100953,4,6,60000,0,0,Roads in Village,Dry,crossroad,Foggy,Day,641365,1878362,16.98488926,100.3278731,Male,27,Died later,1071,1071,Sedan/Taxi
4485,100949,4,5,0,0,0,City road (municipality),Dry,crossroad,Foggy,Day,631326,1842378,16.66027273,100.2314885,Female,49,Injured,1071,1071,motorcycle
5309,100949,4,17,15000,3,0,Roads in Village,Dry,crossroad,Foggy,Day,695241,1885777,17.04795857,100.8344324,Male,17,Injured,1071,1071,Bus
6099,100952,3,17,3500,1,0,Highways Road,Dry,crossroad,Rain,Day,696017,1890393,17.08959721,100.84213,Male,43,Injured,1071,1071,pick up
6375,100956,4,17,5000,1,0,Rural Roads,Dry,crossroad,Rain,Day,704939,1900720,17.18211515,100.9269051,Male,22,Injured,1071,1071,motorcycle
6712,100960,6,13,0,1,0,Rural Roads,Wet,crossroad,Rain,Day,636981,1859532,16.81498013,100.2855472,Male,19,Injured,1071,1071,motorcycle
6934,100949,4,6,65000,0,0,City road (municipality),Wet,crossroad,Rain,Day,707445,1875400,16.9531421,100.9480819,Male,25,Injured,1071,1071,motorcycle
7261,100949,4,5,0,0,0,City road (municipality),Wet,crossroad,Rain,Day,707445,1875400,16.9531421,100.9480819,Male,25,Injured,1071,1071,motorcycle
7491,100951,12,5,0,0,0,City road (municipality),Dry,crossroad,Rain,Day,621121,1851546,16.74367968,100.1362969,Male,79,Died later,1071,1071,motorcycle
7550,100953,4,5,15000,0,0,Highways Road,Wet,crossroad,Rain,Day,621121,1851546,16.74367968,100.1362969,Male,15,Injured,1071,1071,pick up
7874,100947,8,14,40000,1,0,Roads in Village,Dry,crossroad,Rain,Day,684499,1890478,17.0913199,100.7339304,Female,31,Injured,1071,1071,motorcycle
9117,100949,8,14,50000,1,0,Highways Road,Wet,crossroad,Rain,Day,700456,1901838,17.19261381,100.8848734,Male,38,Injured,1071,1071,Sedan/Taxi
9240,100955,4,14,59000,1,0,City road (municipality),Dry,crossroad,Rain,Day,700456,1901838,17.19261381,100.8848734,Male,8,Died later,1071,1071,motorcycle
11150,100951,4,5,0,0,0,Highways Road,Dry,crossroad,Rain,Day,638412,1829362,16.54223441,100.2971348,Male,24,Injured,1071,1071,Truck
13777,100949,4,5,0,0,0,City road (municipality),Wet,crossroad,Rain,Day,595658,1839511,16.63607573,99.89693221,Male,53,Injured,1071,1071,motorcycle
17545,100950,1,7,0,0,0,City road (municipality),Dry,crossroad,Rain,Day,648460,1900373,17.18335275,100.3959838,Male,20,Died later,1071,1071,motorcycle
17806,100953,4,7,3000,0,0,Not specified,Wet,crossroad,Rain,Day,674171,1913912,17.30386855,100.6387595,Male,21,Injured,1071,1071,motorcycle
20429,100949,4,6,60000,0,0,Rural Roads,Dry,crossroad,Rain,Day,642796,1881198,17.01043035,100.3414945,Male,54,Injured,1071,1071,motorcycle
20753,100943,4,5,0,0,0,Rural Roads,Dry,crossroad,Rain,Day,674204,1913817,17.30300763,100.6390623,Male,22,Injured,1071,1071,motorcycle
22200,100949,12,14,70000,1,0,Roads in Village,Dry,crossroad,Rain,Day,696012,1891828,17.10256252,100.8422105,Female,57,Injured,1071,1071,motorcycle
23329,100949,11,14,70000,1,0,Rural Roads,Dry,crossroad,Rain,Day,693788,1935896,17.50089165,100.82524,Male,27,Injured,1071,1071,motorcycle
23909,100949,7,13,0,0,2,Rural Roads,Dry,crossroad,Rain,Day,654391,1837936,16.61873308,100.4474292,Female,69,Injured,1071,1071,Sedan/Taxi
25524,100958,4,5,0,0,0,City road (municipality),Dry,crossroad,Rain,Day,675384,1868574,16.89411444,100.6465647,Female,14,Injured,1071,1071,pick up
30136,100953,4,15,60000,1,0,Highways Road,Dry,Curve,Rain,Day,685863,1889991,17.08680969,100.746704,Female,7,Injured,1071,1071,Sedan/Taxi
31257,100949,2,14,78000,1,0,Roads in Village,Dry,Curve,Rain,Day,688494,1883926,17.03179698,100.7709043,Male,41,Injured,1071,1071,Bus
35690,100948,11,12,45000,1,0,Roads in Village,Dry,Curve,Rain,Day,694525,1879639,16.99256294,100.8271692,Male,17,Injured,1071,1071,Bus
35715,100952,6,13,60000,1,0,Roads in Village,Wet,Curve,Rain,Day,694525,1879639,16.99256294,100.8271692,Male,15,Injured,1071,1071,Sedan/Taxi
35934,100955,8,13,65000,1,0,Roads in Village,Wet,Curve,Rain,Day,673470,1907998,17.25048572,100.6316952,Male,20,Injured,1071,1071,Sedan/Taxi
35935,100949,6,13,45000,1,0,Roads in Village,Dry,Curve,Rain,Day,673470,1907998,17.25048572,100.6316952,Male,26,Injured,1071,1071,pick up
37148,100952,8,13,0,1,0,Not specified,Dry,Curve,Rain,Day,697968,1898224,17.16018008,100.861162,Male,22,Died at the scene,1071,1071,motorcycle
37159,100954,1,16,0,1,1,Highways Road,Dry,Curve,Rain,Day,697968,1898224,17.16018008,100.861162,Male,22,Injured,1071,1071,Truck
37160,100954,1,16,0,1,1,Highways Road,Wet,Curve,Rain,Day,697968,1898224,17.16018008,100.861162,Male,22,Injured,1071,1071,Sedan/Taxi
37258,100948,8,13,0,1,0,Roads in Village,Wet,Curve,Rain,Day,659148,1894798,17.13225497,100.4960562,Male,20,Injured,1071,1071,Sedan/Taxi
37313,100587,4,5,0,0,0,Highways Road,Dry,Curve,Rain,Day,697360,1903705,17.2097514,100.8559414,Male,49,Injured,1071,1071,Truck
37987,100949,3,14,90000,1,0,City road (municipality),Dry,Curve,Rain,Day,684596,1886849,17.05852294,100.7345385,Male,19,Died at the scene,1071,1071,motorcycle
38633,100953,9,13,59000,1,0,Roads in Village,Wet,Curve,Rain,Day,686738,1923152,17.38635055,100.7577572,Male,15,Injured,1071,1071,Sedan/Taxi
42674,100949,8,13,59000,1,0,Roads in Village,Wet,Curve,Rain,Day,687910,1889755,17.08451076,100.7659146,Male,16,Injured,1071,1071,Sedan/Taxi
43101,100958,5,13,65000,1,0,Roads in Village,Wet,Curve,Rain,Day,667949,1847891,16.70776629,100.5752389,Male,41,Injured,1071,1071,Sedan/Taxi
43377,100949,5,13,60000,1,0,Roads in Village,Dry,Curve,Rain,Day,638412,1829362,16.54223441,100.2971348,Female,65,Injured,1071,1071,motorcycle
43579,100949,5,13,50000,1,0,Roads in Village,Wet,Curve,Rain,Day,699650,1893533,17.1176527,100.8765433,Male,33,Injured,1071,1071,Sedan/Taxi
21580,100962,8,14,59000,1,0,Roads in Village,Dry,Crosswalk,Rain,Day,687572,1862184,16.83542647,100.7604171,Male,7,Injured,1071,1071,motorcycle
43707,100952,5,13,60000,1,0,Roads in Village,Dry,Crosswalk,Rain,Day,634648,1859519,16.81499835,100.2636555,Female,60,Injured,1071,1071,motorcycle
104,100946,4,14,50000,1,0,Roads in Village,Dry,Straight way,Rain,Day,640141,1883512,17.03150512,100.3167032,Male,9,Injured,1071,1071,Van
220,100948,11,16,10000,1,0,Rural Roads,Dry,Straight way,Rain,Day,638003,1869199,16.90228401,100.2957318,Male,32,Died later,1071,1071,motorcycle
375,100534,4,14,3000000,3,2,Highways Road,Not specified,Straight way,Rain,Day,676509,1846072,16.69070266,100.6553601,Female,35,Injured,1071,1071,Sedan/Taxi
490,100959,6,13,0,1,0,City road (municipality),Not specified,Straight way,Rain,Day,622199,1854212,16.76771892,100.146553,Female,14,Injured,1071,1071,Bus
870,100952,4,17,1,1,0,Roads in Village,Dry,Straight way,Rain,Day,634784,1857139,16.79348124,100.2647891,Female,30,Injured,1071,1071,Bus
1200,100950,4,14,59000,1,0,Roads in Village,Dry,Straight way,Rain,Day,631687,1869103,16.90178319,100.2364345,Female,23,Injured,1071,1071,Bus
1421,100961,8,14,35000,0,1,Rural Roads,Waves / potholes,Straight way,Rain,Day,626698,1871073,16.91986497,100.189711,Male,45,Injured,1071,1071,motorcycle
1458,100954,4,14,71000,1,0,Highways Road,Dry,Straight way,Rain,Day,618447,1852827,16.75539401,100.1112814,Female,23,Injured,1071,1071,Sedan/Taxi
1504,100951,9,16,5000,1,0,Roads in Village,Dry,Straight way,Rain,Day,618447,1852827,16.75539401,100.1112814,Male,19,Injured,1071,1071,motorcycle
1558,100960,5,15,50000,1,0,Roads in Village,Waves / potholes,Straight way,Rain,Day,628881,1853063,16.75697635,100.2091725,Male,3,Injured,1071,1071,pick up
1559,100951,7,15,70000,1,0,Highways Road,Dry,Straight way,Rain,Day,618833,1852511,16.75251845,100.1148858,Male,72,Died later,1071,1071,motorcycle
1580,100965,6,13,0,1,0,City road (municipality),Waves / potholes,Straight way,Rain,Day,628881,1853063,16.75697635,100.2091725,Female,28,Injured,1071,1071,motorcycle
1583,100960,6,13,0,1,0,Highways Road,Waves / potholes,Straight way,Rain,Day,617301,1887823,17.07174359,100.1023688,Male,16,Injured,1071,1071,Truck
1736,100958,4,6,60000,0,0,City road (municipality),Dry,Straight way,Rain,Day,652688,1860230,16.82031357,100.4329708,Female,17,Died later,1071,1071,motorcycle
1774,100949,4,5,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,675361,1832028,16.56388502,100.643516,Male,26,Died later,1071,1071,Sedan/Taxi
1775,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Rain,Day,648465,1897115,17.15391086,100.3958106,Male,49,Injured,1071,1071,motorcycle
1797,100955,4,7,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,656568,1828717,16.53527838,100.4672025,Male,18,Injured,1071,1071,Van
1798,100955,4,7,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,656568,1828717,16.53527838,100.4672025,Male,19,Injured,1071,1071,Sedan/Taxi
1939,100955,12,6,0,0,0,City road (municipality),Dry,Straight way,Rain,Day,679764,1899796,17.17588822,100.6902059,Female,14,Injured,1071,1071,motorcycle
1940,100950,12,6,0,0,0,Highways Road,Dry,Straight way,Rain,Day,641205,1833187,16.57663851,100.3235405,Male,58,Died later,1071,1071,motorcycle
2732,100949,3,14,20000,1,0,City road (municipality),Dry,Straight way,Rain,Day,641943,1880100,17.00056029,100.3334124,Male,17,Injured,1071,1071,motorcycle
2733,100949,3,14,8000,1,0,Roads in Village,Dry,Straight way,Rain,Day,625455,1882020,17.01886773,100.1786581,Male,48,Injured,1071,1071,motorcycle
2787,100956,4,17,10000,1,0,Highways Road,Dry,Straight way,Rain,Day,656594,1865204,16.86500333,100.4699668,Female,53,Injured,1071,1071,Sedan/Taxi
3114,100949,2,14,50000,1,0,Rural Roads,Dry,Straight way,Rain,Day,635485,1859776,16.81727256,100.2715247,Male,64,Died later,1071,1071,motorcycle
3155,100951,3,17,6500,1,0,Highways Road,Dry,Straight way,Rain,Day,628165,1853180,16.75807303,100.2024627,Female,15,Injured,1071,1071,pick up
3272,100959,6,13,0,1,0,Rural Roads,Waves / potholes,Straight way,Rain,Day,664491,1878170,16.98162351,100.5450332,Male,14,Injured,1071,0,motorcycle
3638,100948,5,15,60000,1,0,Rural Roads,Dry,Straight way,Rain,Day,672371,1829978,16.54557968,100.6153469,Female,67,Injured,1071,1071,Sedan/Taxi
3862,100949,8,14,100000,1,0,Highways Road,Dry,Straight way,Rain,Day,633908,1833561,16.5804421,100.2551785,Male,4,Injured,1071,1071,motorcycle
4023,100949,4,5,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,653194,1859906,16.81735248,100.4376965,Male,60,Died later,1071,1071,Sedan/Taxi
4032,100957,12,6,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,639656,1864426,16.85905028,100.3109514,Male,19,Injured,1071,1071,motorcycle
4262,100962,4,17,2000,1,0,Highways Road,Dry,Straight way,Rain,Day,646396,1880340,17.00245098,100.375251,Female,16,Injured,1071,1071,Sedan/Taxi
4371,100949,4,6,120000,0,0,Highways Road,Wet,Straight way,Rain,Day,696956,1892463,17.1082187,100.851136,Male,17,Injured,1071,1071,Sedan/Taxi
4526,100950,4,17,59000,2,0,Highways Road,Dry,Straight way,Rain,Day,692315,1881712,17.01147766,100.8065978,Male,17,Injured,1071,1071,motorcycle
4576,100949,4,17,10000,1,0,City road (municipality),Dry,Straight way,Rain,Day,692315,1881712,17.01147766,100.8065978,Male,17,Injured,1071,1071,motorcycle
5013,100950,4,17,59000,1,0,Roads in Village,Wet,Straight way,Rain,Day,663142,1843177,16.66550634,100.5298256,Male,51,Injured,1071,1071,motorcycle
5033,100965,4,17,5000,1,0,Not specified,Not specified,Straight way,Rain,Day,619317,1852641,16.7536688,100.1194329,Female,33,Injured,1071,1071,motorcycle
5034,100965,4,17,1000,1,0,Not specified,Dry,Straight way,Rain,Day,644198,1866474,16.87728146,100.3537104,Male,6,Injured,1071,1071,Sedan/Taxi
5191,100851,2,14,59000,1,0,Roads in Village,Dry,Straight way,Rain,Day,626817,1878913,16.99071344,100.1912746,Female,14,Injured,1071,1071,motorcycle
5310,100949,4,17,15000,3,0,Roads in Village,Dry,Straight way,Rain,Day,652832,1838716,16.62588327,100.432869,Male,24,Injured,1071,1071,motorcycle
5311,100949,4,17,15000,3,0,Roads in Village,Dry,Straight way,Rain,Day,652832,1838716,16.62588327,100.432869,Male,37,Injured,1071,1071,Sedan/Taxi
5779,100962,8,14,10000,1,0,Rural Roads,Wet,Straight way,Rain,Day,625756,1882031,17.01895074,100.1814862,Male,7,Injured,1071,1071,Sedan/Taxi
5943,100949,1,6,0,0,0,Rural Roads,Dry,Straight way,Rain,Day,672157,1843776,16.67027788,100.6143834,Male,25,Injured,1071,1071,motorcycle
6014,100949,3,17,8000,1,0,Highways Road,Dry,Straight way,Rain,Day,696947,1892463,17.10821947,100.8510514,Male,76,Injured,1071,1071,Bus
6023,100949,6,15,60000,1,0,Rural Roads,Dry,Straight way,Rain,Day,696947,1892463,17.10821947,100.8510514,Male,15,Injured,1071,1071,Sedan/Taxi
6032,100958,8,14,100000,1,0,Roads in Village,Wet,Straight way,Rain,Day,696947,1892463,17.10821947,100.8510514,Male,35,Injured,1071,1071,pick up
6079,100949,8,14,4000000,0,1,Roads in Village,Dry,Straight way,Rain,Day,696947,1892463,17.10821947,100.8510514,Female,60,Injured,1071,1071,motorcycle
6215,100956,1,6,5000,0,0,Roads in Village,Dry,Straight way,Rain,Day,628801,1867052,16.88340891,100.2092236,Male,19,Injured,1071,1071,motorcycle
6216,100957,1,6,5000,0,0,Roads in Village,Dry,Straight way,Rain,Day,651689,1859868,16.81710735,100.4235729,Male,43,Injured,1071,1071,motorcycle
6698,100958,4,5,0,0,0,City road (municipality),Wet,Straight way,Rain,Day,634292,1860714,16.82581868,100.2603864,Male,11,Injured,1071,1071,motorcycle
6787,100965,6,13,0,1,0,Highways Road,Wet,Straight way,Rain,Day,628021,1866588,16.87925852,100.2018754,Male,16,Injured,1071,1071,Sedan/Taxi
6837,100958,4,17,2000,1,0,City road (municipality),Dry,Straight way,Rain,Day,620292,1891231,17.10238943,100.1306594,Male,46,Injured,1071,1071,motorcycle
6889,100952,8,14,84200,1,0,Roads in Village,Dry,Straight way,Rain,Day,634887,1860354,16.82253086,100.2659482,Male,52,Died later,1071,1071,Sedan/Taxi
6896,100958,8,14,100000,1,0,Roads in Village,Wet,Straight way,Rain,Day,632798,1870974,16.91862904,100.2469753,Male,73,Died later,1071,1071,motorcycle
6920,100953,4,7,1500,0,0,Roads in Village,Dry,Straight way,Rain,Day,627129,1898364,17.16648475,100.1953245,Male,6,Injured,1071,1071,motorcycle
7303,100949,4,5,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,680943,1818010,16.43679912,100.6947115,Male,12,Injured,1071,1071,motorcycle
7304,100949,4,5,0,0,0,Roads in Village,Dry,Straight way,Rain,Day,640263,1883219,17.02884982,100.3178307,Male,25,Injured,1071,1071,motorcycle
7318,100949,4,6,60000,0,0,City road (municipality),Dry,Straight way,Rain,Day,617921,1855311,16.77787108,100.106477,Male,3,Injured,1071,1071,motorcycle
7399,100958,4,6,0,0,0,Roads in Village,Wet,Straight way,Rain,Day,617921,1855311,16.77787108,100.106477,Male,75,Died later,1071,1071,pick up
7413,100949,4,6,60000,0,0,City road (municipality),Dry,Straight way,Rain,Day,617921,1855311,16.77787108,100.106477,Female,23,Injured,1071,1071,pick up
7490,100951,12,5,0,0,0,City road (municipality),Dry,Straight way,Rain,Day,644666,1870780,16.91616609,100.3583816,Male,73,Died later,1071,1071,motorcycle
7575,100949,4,5,0,0,0,Highways Road,Dry,Straight way,Rain,Day,639755,1884672,17.04201164,100.3131504,Male,44,Died later,1071,1071,motorcycle
7943,100949,4,6,64000,0,0,City road (municipality),Dry,Straight way,Rain,Day,628850,1882870,17.02636234,100.2105986,Female,13,Injured,1071,0,motorcycle
8069,100950,11,15,5000,1,0,Roads in Village,Dry,Straight way,Rain,Day,627122,1899360,17.17548641,100.1953163,Female,28,Injured,1071,0,Bus
8079,100950,2,14,4000,1,0,Roads in Village,Dry,Straight way,Rain,Day,627122,1899360,17.17548641,100.1953163,Male,9,Injured,1071,0,motorcycle
8206,100951,4,5,0,0,0,Not specified,Wet,Straight way,Rain,Day,627122,1899360,17.17548641,100.1953163,Male,69,Injured,1071,0,Sedan/Taxi
8207,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Rain,Day,627122,1899360,17.17548641,100.1953163,Female,30,Injured,1071,0,pick up
8208,100958,4,5,0,0,0,City road (municipality),Dry,Straight way,Rain,Day,627079,1883528,17.0324074,100.1939997,Female,12,Injured,1071,1071,motorcycle
8209,100958,4,5,0,0,0,City road (municipality),Wet,Straight way,Rain,Day,627079,1883528,17.0324074,100.1939997,Male,14,Injured,1071,1071,motorcycle
