id,lat,long
1,16.75063978,100.1898733
2,16.75080499,100.1896113
3,16.75095551,100.1893779
4,16.75113857,100.189073
5,16.75134087,100.1887348
6,16.75149971,100.1884443
7,16.75167303,100.1881347
8,16.75186044,100.1878155
9,16.7520437,100.1875059
10,16.75216685,100.187263
